time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1728905893466000000,1.438999755859375,45,1.5,1.099717617034912,17.94099998474121,0,0,74.0999984741211,-0.6078085,44.7980502
1728905896334852000,4.30785205078125,180,0.3493395447731018,1.1299986839294434,12.970000267028809,0.9546104669570923,178.16928100585938,74.0999984741211,-0.607863,44.7978794
1728905897338114000,5.311114013671875,180,0.4619707763195038,1.1384906768798828,11.312999725341797,0.645425021648407,136.3341827392578,74.0999984741211,-0.6078474,44.7978966
1728905898333407500,6.306407470703125,180,0.3887433111667633,1.1484612226486206,10.484999656677246,0.20612938702106476,116.82392883300781,74.0999984741211,-0.6078378,44.7978978
1728905899106000000,7.078999755859375,45,1.5,2.144658088684082,9.157999992370605,0.20611870288848877,116.6214599609375,74.0999984741211,-0.6078351,44.797898
1728905899359391500,7.3323916015625,180,0.33224523067474365,2.1458096504211426,8.927000045776367,0.15851466357707977,191.87899780273438,74.0999984741211,-0.6078251,44.7978876
1728905900378671600,8.351671630859375,180,0.3486288785934448,2.142507553100586,8.772000312805176,0.3256305158138275,354.013671875,74.0999984741211,-0.6078136,44.7978777
1728905901333054500,9.306054443359375,45,0.16600301861763,2.148064136505127,8.661999702453613,0.3172758221626282,358.3316345214844,74.0999984741211,-0.6077962,44.7978644
1728905902332252400,10.30525244140625,45,0.11333675682544708,2.1562130451202393,8.661999702453613,0.31240981817245483,350.62799072265625,74.0999984741211,-0.60781,44.7978635
1728905903906501000,11.879501220703125,45,20,2.1713860034942627,8.439000129699707,0.4190431535243988,331.53564453125,74.0999984741211,-0.6078409,44.7978793
1728905904198000000,12.171000244140625,45,1.5,1.8731510639190674,7.624000072479248,0.4361579120159149,329.5438537597656,74.19999694824219,-0.607845,44.7978813
1728905904940163300,12.913163330078126,45,20,1.893935203552246,7.290999889373779,0.47514623403549194,333.3572998046875,74.19999694824219,-0.607846,44.7978887
1728905905925068300,13.898068359375,45,20,1.90150785446167,6.958000183105469,0.5601720809936523,347.8948059082031,74.19999694824219,-0.6078381,44.797903
1728905906929609000,14.90260888671875,45,20,1.9174736738204956,6.624000072479248,0.7474594116210938,358.39801025390625,74.19999694824219,-0.6078298,44.7979233
1728905907932961000,15.9059609375,3.319074869155884,0.1599092036485672,1.937690258026123,6.290999889373779,2.90701961517334,30.934553146362305,74.19999694824219,-0.607809,44.7979577
1728905908954805800,16.9278056640625,2.8775360584259033,0.15635131299495697,1.9486703872680664,6.290999889373779,3.0685524940490723,31.9659481048584,74.19999694824219,-0.6077886,44.7979861
1728905909963857000,17.93685693359375,2.14211368560791,0.12635065615177155,1.9586853981018066,6,3.112274646759033,32,74.19999694824219,-0.6077642,44.7980053
1728905910960569300,18.9335693359375,1.3089861869812012,0.09250389784574509,1.968727707862854,6,3.0494625568389893,32.988929748535156,74.19999694824219,-0.6077329,44.7980279
1728905911955720700,19.928720703125,5.0061140060424805,0.13141387701034546,1.9786934852600098,5.599999904632568,2.9742631912231445,33.94963455200195,74.19999694824219,-0.6076901,44.7980558
1728905912962089700,20.93508984375,3.6797921657562256,0.11963027715682983,1.9887171983718872,5.199999809265137,2.786468982696533,34.01460266113281,74.19999694824219,-0.6076544,44.7980786
1728905913962866400,21.935866455078123,2.0273122787475586,0.10844669491052628,1.9986828565597534,4.800000190734863,3.1632773876190186,33.01529312133789,74.19999694824219,-0.6076277,44.7980992
1728905914963890200,22.93689013671875,1,0.016637615859508514,2.008673906326294,4.400000095367432,3.3808956146240234,31.999618530273438,74.19999694824219,-0.6075998,44.7981269
1728905915983346700,23.9563466796875,1.2680044174194336,0.016763512045145035,2.018674373626709,4,3.2165234088897705,32.99903106689453,74.19999694824219,-0.6075772,44.7981508
1728905916972466200,24.945466064453125,1,0.015596171841025352,2.028687000274658,4,3.1976959705352783,33.00027847290039,74.19999694824219,-0.6075548,44.7981732
1728905917974109400,25.947109375,1,0.016996385529637337,2.0387041568756104,4,3.169297218322754,33.99745559692383,74.19999694824219,-0.6075299,44.7981975
1728905918975335400,26.94833544921875,1.3167424201965332,0.015616217628121376,2.0486912727355957,4,3.1688692569732666,31.01533317565918,74.19999694824219,-0.6075045,44.7982232
1728905919972574700,27.94557470703125,2.3779501914978027,0.015873299911618233,2.0586860179901123,4,3.1785032749176025,30.0159854888916,74.19999694824219,-0.607479,44.7982508
1728905920952717800,28.9257177734375,1,0.015840696170926094,2.0686891078948975,4,2.6593286991119385,30.007144927978516,74.19999694824219,-0.6074617,44.7982764
1728905921986148000,29.959148193359376,3.0277085304260254,0.015948226675391197,2.078678846359253,4.400000095367432,2.1865007877349854,17.30943489074707,74.19999694824219,-0.6074513,44.798299
1728905922967879000,30.94087890625,1.6045116186141968,0.015965044498443604,2.088703155517578,4.665999889373779,3.000732660293579,7.059206962585449,74.19999694824219,-0.6074467,44.7983257
1728905923970365400,31.943365478515624,2.883547067642212,0.016099393367767334,2.0986835956573486,5,3.614382266998291,1.2351888418197632,74.19999694824219,-0.6074449,44.7983624
1728905924984269800,32.95726977539063,13.328282356262207,0.01588909514248371,2.108675241470337,5.599999904632568,3.9196760654449463,11.663890838623047,74.19999694824219,-0.6074309,44.7984016
1728905925986772700,33.95977270507812,2.0372917652130127,0.013891220092773438,2.118675947189331,5.599999904632568,4.7178874015808105,29.67656707763672,74.19999694824219,-0.6073985,44.798441
1728905926981083100,34.95408325195312,1.3014371395111084,0.01880745030939579,2.128675937652588,5.665999889373779,5.060886859893799,31.959081649780273,74.19999694824219,-0.6073625,44.798481
1728905927973903400,35.9469033203125,1.045334815979004,0.018356559798121452,2.1386876106262207,5.599999904632568,5.234464168548584,33.97925567626953,74.19999694824219,-0.6073234,44.7985214
1728905928972954600,36.94595458984375,1,0.016662640497088432,2.1486735343933105,5.599999904632568,5.2991509437561035,33.005924224853516,74.19999694824219,-0.6072844,44.7985624
1728905929968469500,37.94146948242187,3.6076231002807617,0.01854724809527397,2.158689498901367,5.665999889373779,5.459245204925537,32.948936462402344,74.19999694824219,-0.6072461,44.7986044
1728905930990513000,38.963512939453125,1.3216415643692017,0.018362142145633698,2.1686835289001465,6,5.659032821655273,32.9912223815918,74.19999694824219,-0.6072064,44.7986479
1728905931979463700,39.952463623046874,2.9562859535217285,0.016825536265969276,2.178666830062866,6,5.830005168914795,32.000396728515625,74.19999694824219,-0.6071664,44.7986927
1728905932987097900,40.96009790039062,1.9336615800857544,0.01749485917389393,2.1886672973632812,6,5.957815647125244,31.99983024597168,74.19999694824219,-0.6071261,44.7987389
1728905933992711400,41.96571142578125,2.4900553226470947,0.016161249950528145,2.1986753940582275,5.599999904632568,6.012291431427002,31.9998779296875,74.19999694824219,-0.6070853,44.7987857
1728905934970682000,42.94368212890625,1,0.0181707926094532,2.2086589336395264,5.199999809265137,6.194674968719482,31.99993133544922,74.19999694824219,-0.6070435,44.7988335
1728905935971021600,43.944021484375,1.4681017398834229,0.015854479745030403,2.218672037124634,5,6.227532386779785,33.99945831298828,74.19999694824219,-0.6069994,44.7988817
1728905936980852200,44.95385229492187,1.3509619235992432,0.019624199718236923,2.228670358657837,4.400000095367432,6.444605827331543,33.00008773803711,74.19999694824219,-0.6069533,44.7989316
1728905937982845000,45.955844970703126,1,0.019637426361441612,2.238654136657715,4.665999889373779,6.447475910186768,32.0001335144043,74.19999694824219,-0.6069082,44.7989809
1728905938971344400,46.944344482421876,1.182999849319458,0.020394640043377876,2.248662233352661,4.665999889373779,6.390729904174805,32.999839782714844,74.19999694824219,-0.6068647,44.7990294
1728905939951137800,47.9241376953125,1,0.01959695853292942,2.2586681842803955,5,6.318339824676514,32.00016403198242,74.19999694824219,-0.6068224,44.7990775
1728905940970405400,48.9434052734375,1.534393548965454,0.019003989174962044,2.268660545349121,5,6.193750858306885,32.00010681152344,74.19999694824219,-0.606781,44.7991257
1728905941976012300,49.94901220703125,1.1618492603302002,0.019953345879912376,2.2786614894866943,5,6.108829498291016,32.999874114990234,74.19999694824219,-0.6067394,44.7991718
1728905942981941000,50.95494091796875,1.0569484233856201,0.01717892847955227,2.2886714935302734,5.333000183105469,6.034684658050537,33.99989700317383,74.19999694824219,-0.6066965,44.7992165
1728905943989969000,51.962968994140624,1,0.017739348113536835,2.2986741065979004,5.199999809265137,5.9923272132873535,33.00012969970703,74.19999694824219,-0.6066548,44.7992608
1728905944977696300,52.9506962890625,3.7918312549591064,0.017520343884825706,2.308661460876465,4.800000190734863,5.755925178527832,32.00282287597656,74.19999694824219,-0.6066147,44.7993046
1728905945988619300,53.961619384765626,6.53828239440918,0.0186446662992239,2.3186564445495605,4.800000190734863,4.505269527435303,31.018774032592773,74.19999694824219,-0.6065839,44.7993403
1728905946985753900,54.95875390625,4.298850059509277,0.01874668151140213,2.3286633491516113,4.800000190734863,2.986009359359741,30.006406784057617,74.19999694824219,-0.6065652,44.7993645
1728905947990439700,55.96343969726563,3.268993854522705,0.016069110482931137,2.3386635780334473,4.400000095367432,2.4216463565826416,31.00066566467285,74.19999694824219,-0.6065506,44.7993821
1728905948967724300,56.940724365234374,2.6306707859039307,0.0155575480312109,2.348654270172119,4.333000183105469,2.401796817779541,32.999755859375,74.19999694824219,-0.6065349,44.799399
1728905949986884000,57.959884033203124,2.143989086151123,0.01643313281238079,1.5820578336715698,4,2.699082374572754,27.00037384033203,72.30000305175781,-0.6065189,44.7994197
1728905950979226600,58.9522265625,2.96030330657959,0.01648508384823799,1.5962663888931274,4,3.477330207824707,14.003491401672363,72.30000305175781,-0.6065074,44.7994488
1728905951972122000,59.9451220703125,22.789167404174805,0.018253732472658157,1.6143914461135864,4,4.3261590003967285,18.69265365600586,72.30000305175781,-0.6064907,44.7994851
1728905952988857900,60.96185791015625,26.074270248413086,0.017577357590198517,1.6243922710418701,4,4.8746018409729,32.322837829589844,72.30000305175781,-0.606458,44.7995232
1728905953984370000,61.95736987304687,2.0043678283691406,0.0178691279143095,1.634391188621521,4,4.907392978668213,31.00038719177246,72.30000305175781,-0.6064235,44.7995607
1728905954970981600,62.943981689453125,6.088942050933838,0.01798379048705101,1.6443817615509033,4,4.568622589111328,34.99262237548828,72.30000305175781,-0.6063897,44.7995946
1728905955968260000,63.94126000976563,11.049997329711914,0.019516348838806152,1.6543868780136108,4,3.6669259071350098,51.89101791381836,72.30000305175781,-0.6063536,44.7996162
1728905956977655000,64.95065502929687,3.3722360134124756,0.017514150589704514,1.6643846035003662,4,3.3283634185791016,50.99996566772461,72.30000305175781,-0.6063197,44.7996328
1728905957986535000,65.95953491210938,7.6248979568481445,0.017578473314642906,1.6743929386138916,4,3.2333781719207764,36.02709197998047,72.30000305175781,-0.6062949,44.7996541
1728905958991983000,66.96498315429687,8.128120422363281,0.017569921910762787,1.6843868494033813,4,2.4452972412109375,34.009971618652344,72.30000305175781,-0.6062782,44.799673
1728905959992379000,67.96537890625,4.846733093261719,0.01746051385998726,1.6943767070770264,4,1.559873104095459,41.998512268066406,72.30000305175781,-0.6062655,44.7996843
1728905960971815400,68.9448154296875,18.51079559326172,0.016239292919635773,1.7043873071670532,4,0.8559799194335938,40.00815963745117,72.30000305175781,-0.6062591,44.7996893
1728905961969259500,69.94225952148437,24.82349967956543,0.020141877233982086,1.7143923044204712,4,1.406412959098816,37.986907958984375,72.30000305175781,-0.6062503,44.7996972
1728905962951677200,70.92467724609375,4.793176174163818,0.018282243981957436,1.7243988513946533,4,2.8631176948547363,33.995975494384766,72.30000305175781,-0.6062306,44.7997166
1728905963963007200,71.93600732421875,1,0.018144747242331505,1.7343957424163818,4,3.8778128623962402,20.0003662109375,72.30000305175781,-0.6062119,44.7997494
1728905964978363100,72.95136303710937,1.4377256631851196,0.017782272771000862,1.7443914413452148,4,4.244615077972412,19.999765396118164,72.30000305175781,-0.6061937,44.7997862
1728905965964599800,73.93759985351562,57.1491584777832,0.01786578632891178,1.754408836364746,4,4.388417720794678,7.787599563598633,72.30000305175781,-0.6061868,44.7998253
1728905966970535400,74.94353540039063,51.68536376953125,0.014317143708467484,1.764377236366272,4,4.363828659057617,342.8185729980469,72.30000305175781,-0.6062051,44.7998635
1728905967961534700,75.93453466796875,83.09886169433594,0.017193935811519623,1.7743785381317139,4,4.631330966949463,322.8035583496094,72.30000305175781,-0.6062451,44.7998959
1728905968963611400,76.936611328125,4.080733299255371,0.0168645940721035,1.7843917608261108,4,4.9436235427856445,312.0063781738281,72.30000305175781,-0.6062928,44.7999253
1728905969980665300,77.95366528320312,1.0625622272491455,0.015728259459137917,1.7943897247314453,4,5.083314418792725,312,72.30000305175781,-0.6063415,44.7999552
1728905970979510300,78.95251025390625,1,0.016136620193719864,1.804379940032959,4.400000095367432,5.129125595092773,312,72.30000305175781,-0.6063901,44.7999854
1728905971973677800,79.946677734375,1.6970255374908447,0.0162420142441988,1.8143788576126099,4.800000190734863,5.086177349090576,312.9997863769531,72.30000305175781,-0.6064372,44.8000161
1728905972988348000,80.96134790039062,1,0.015478678047657013,1.8243910074234009,5.199999809265137,4.937363624572754,311.0001525878906,72.30000305175781,-0.6064839,44.8000457
1728905973980820200,81.9538203125,1,0.016139529645442963,1.8343923091888428,5.599999904632568,4.769575119018555,310.0000915527344,72.30000305175781,-0.6065296,44.8000733
1728905974973248800,82.94624877929688,8.286212921142578,0.015726570039987564,1.8443968296051025,5.333000183105469,4.570690155029297,317.9664306640625,72.30000305175781,-0.6065688,44.8001028
1728905975975691000,83.94869091796875,126.66517639160156,0.01556013710796833,1.8543832302093506,5.333000183105469,4.601312160491943,329.09161376953125,72.30000305175781,-0.6065876,44.8001385
1728905976968584400,84.94158447265625,6.327042102813721,0.016577204689383507,1.8643913269042969,5,4.084144115447998,13.928184509277344,72.30000305175781,-0.6065746,44.8001749
1728905977971615700,85.94461572265625,24.364503860473633,0.017541075125336647,1.8743879795074463,4.665999889373779,4.204914093017578,39.26815414428711,72.30000305175781,-0.6065402,44.800205
1728905978979339300,86.95233935546875,9.300237655639648,0.019371818751096725,1.8843971490859985,4.333000183105469,4.541326999664307,57.92043685913086,72.30000305175781,-0.6064901,44.8002268
1728905979983800300,87.95680029296875,1.344907283782959,0.01731826923787594,1.8943893909454346,4,4.815784931182861,60.9997444152832,72.30000305175781,-0.6064349,44.8002459
1728905980975093800,88.94809375,4.810885906219482,0.020205380395054817,1.9043916463851929,4,4.946863174438477,64.99275970458984,72.30000305175781,-0.6063774,44.8002642
1728905981994139600,89.9671396484375,2.6658647060394287,0.020149964839220047,1.9143909215927124,4,5.091414451599121,66.99899291992188,72.30000305175781,-0.6063173,44.8002812
1728905982991589400,90.96458935546875,2.208759307861328,0.019466163590550423,1.9243686199188232,4,5.056052207946777,68.9988784790039,72.30000305175781,-0.6062571,44.8002972
1728905983991357400,91.964357421875,1,0.019885661080479622,1.9343876838684082,4,4.989376544952393,69.99986267089844,72.30000305175781,-0.6061974,44.8003117
1728905984978761000,92.95176098632813,3.035594940185547,0.019554203376173973,1.8349376916885376,4,5.012393474578857,64.00540161132812,72.30000305175781,-0.6061399,44.8003299
1728905985994801200,93.96780126953125,4.7057342529296875,0.0212957002222538,1.844940423965454,4,5.179218292236328,64.9992904663086,72.30000305175781,-0.6060809,44.8003497
1728905986985780500,94.95878051757812,2.3133089542388916,0.018263231962919235,1.85493803024292,4,5.379821300506592,66.99925231933594,72.30000305175781,-0.6060184,44.8003683
1728905987985449200,95.95844921875,2.0167949199676514,0.020121879875659943,1.8649479150772095,4,5.521196365356445,67.99974822998047,72.30000305175781,-0.6059532,44.8003865
1728905988971283500,96.94428344726562,1.317420244216919,0.021176008507609367,1.8749445676803589,4.333000183105469,5.537627696990967,68.00001525878906,72.30000305175781,-0.6058876,44.8004045
1728905989994035000,97.96703491210937,1,0.020065439864993095,1.8849412202835083,4.800000190734863,5.563966274261475,68.00000762939453,72.30000305175781,-0.6058216,44.800423
1728905990973101600,98.9461015625,1,0.01991986483335495,1.894938349723816,5,5.615011215209961,68.0000228881836,72.30000305175781,-0.6057561,44.8004417
1728905991980246800,99.95324682617188,4.727376937866211,0.020198633894324303,1.9049514532089233,5.333000183105469,5.600811004638672,68.9969482421875,72.30000305175781,-0.6056892,44.8004598
1728905992974338800,100.9473388671875,1.6673997640609741,0.020091097801923752,1.9149507284164429,5.333000183105469,5.571813583374023,68.00032806396484,72.30000305175781,-0.6056233,44.8004776
1728905993990925800,101.96392578125,1.6721327304840088,0.020100997760891914,1.924945592880249,5.199999809265137,5.66256046295166,68.99974060058594,72.30000305175781,-0.6055564,44.8004955
1728905994976123400,102.94912329101562,1.0748072862625122,0.020060410723090172,1.9349454641342163,5,5.631635665893555,69.99982452392578,72.30000305175781,-0.6054893,44.8005123
1728905996000789500,103.97378955078125,1,0.019840124994516373,1.9449481964111328,4.400000095367432,5.663597583770752,70.00001525878906,72.30000305175781,-0.6054211,44.8005287
1728905996990486300,104.963486328125,5.609679698944092,0.20874954760074615,1.9549521207809448,4,5.348940372467041,69.00077056884766,72.30000305175781,-0.6053569,44.8005436
1728905997989030400,105.96203051757813,1.3921103477478027,0.020137691870331764,1.9649372100830078,4,5.468576908111572,69.9998550415039,72.30000305175781,-0.605295,44.8005588
1728905998986904000,106.95990405273437,1.9170435667037964,0.019517982378602028,1.9749488830566406,4,5.330536842346191,68.00067901611328,72.30000305175781,-0.6052315,44.8005748
1728905999981872600,107.95487255859375,22.311630249023438,0.016581876203417778,1.9849435091018677,4,5.174772262573242,55.516761779785156,72.30000305175781,-0.6051776,44.8005992
1728906000963982600,108.93698266601562,60.797096252441406,0.013679232448339462,1.9949541091918945,4,4.86746883392334,36.896968841552734,72.30000305175781,-0.6051412,44.8006343
1728906001979229400,109.9522294921875,9.519618034362793,0.018045561388134956,2.0049540996551514,4,3.981283664703369,20.097305297851562,72.30000305175781,-0.6051219,44.8006703
1728906002980652500,110.95365258789063,2.1764345169067383,0.016485126689076424,2.014951705932617,4,3.5218327045440674,13.00269603729248,72.30000305175781,-0.6051114,44.8007011
1728906003968533500,111.94153344726563,1.7013201713562012,0.015802184119820595,2.0250208377838135,4,3.2426462173461914,11.000475883483887,72.30000305175781,-0.6051033,44.8007292
1728906004957391000,112.93039111328125,10.663874626159668,0.016563795506954193,2.034972667694092,4,3.2764170169830322,355.10382080078125,72.30000305175781,-0.6051042,44.8007577
1728906005964516400,113.93751635742187,10.900524139404297,0.01550470944494009,2.044973850250244,4,4.121535778045654,339.14044189453125,72.30000305175781,-0.6051194,44.8007916
1728906006961958400,114.93495849609376,2.8565673828125,0.01687047630548477,2.054978847503662,4,4.698115348815918,341.0003662109375,72.30000305175781,-0.6051387,44.8008309
1728906007984006000,115.957005859375,1,0.017144324257969856,2.064993143081665,4,4.8411946296691895,341.99993896484375,72.30000305175781,-0.6051562,44.8008726
1728906008037000000,116.01,45,1.5,1.7265293598175049,4.052000045776367,4.841193675994873,341.9999694824219,72.30000305175781,-0.6051565,44.8008737
1728906008991081000,116.9640810546875,1,0.016753599047660828,1.739770770072937,4.052000045776367,4.980130672454834,342.00006103515625,72.30000305175781,-0.6051746,44.8009145
1728906009978943000,117.95194287109375,2.2101855278015137,0.017286254093050957,1.748353362083435,4.052000045776367,5.130136013031006,342.0002746582031,72.30000305175781,-0.6051936,44.8009581
1728906010958434000,118.93143408203125,1.2685034275054932,0.017280040308833122,1.760634422302246,4.045000076293945,5.265348434448242,338.0008239746094,72.30000305175781,-0.605217,44.8010015
1728906011978507000,119.95150708007813,1.0615018606185913,0.01727813482284546,1.770367980003357,4.052000045776367,5.349176406860352,336.0002746582031,72.30000305175781,-0.605243,44.8010459
1728906012991015200,120.96401513671876,1.567003607749939,0.017282292246818542,1.7803716659545898,4.052000045776367,5.400084972381592,337.9994812011719,72.30000305175781,-0.6052685,44.8010903
1728906013985558800,121.95855883789062,1,0.017198672518134117,1.7903908491134644,4,5.51768159866333,337.00018310546875,72.30000305175781,-0.6052948,44.8011354
1728906014972252700,122.94525268554688,1,0.01712719164788723,1.8003636598587036,4,5.4759626388549805,337.9998474121094,72.30000305175781,-0.6053199,44.8011812
1728906015984574500,123.95757446289062,1,0.017165303230285645,1.8103668689727783,4,5.513274669647217,337.0001220703125,72.30000305175781,-0.605346,44.8012267
1728906016981784600,124.95478466796875,1,0.01713237725198269,1.820367455482483,4,5.601259708404541,337.9999084472656,72.30000305175781,-0.6053738,44.8012722
1728906017981449200,125.95444921875,1.2962197065353394,0.017404377460479736,1.8303624391555786,4,5.703956604003906,335.0007019042969,72.30000305175781,-0.6054037,44.8013184
1728906018978424800,126.9514248046875,1,0.017122341319918633,1.840355634689331,4,5.737834930419922,334.0001525878906,72.30000305175781,-0.6054348,44.801365
1728906019983413200,127.95641333007812,1,0.017129087820649147,1.85037100315094,4,5.838327407836914,336.9996337890625,72.30000305175781,-0.6054638,44.801413
1728906020969899000,128.94289892578124,1.0485788583755493,0.016809802502393723,1.8603848218917847,4,5.8851542472839355,337.0000305175781,72.30000305175781,-0.6054915,44.8014615
1728906021950489300,129.9234892578125,1,0.0171304102987051,1.8703548908233643,4,5.906435012817383,337,72.30000305175781,-0.6055199,44.8015103
1728906022982626800,130.95562670898437,1,0.01723799854516983,1.8803472518920898,4,5.963047981262207,337.0000305175781,72.30000305175781,-0.6055483,44.80156
1728906023998552800,131.971552734375,1,0.017201993614435196,1.8903470039367676,4,5.965271949768066,337,72.30000305175781,-0.6055761,44.8016098
1728906024996592400,132.96959228515624,1,0.01719442941248417,1.9003450870513916,4,5.953093528747559,337.9998474121094,72.30000305175781,-0.6056041,44.8016593
1728906025997523000,133.97052294921875,1,0.017840975895524025,1.9103505611419678,4,5.953873634338379,338,72.30000305175781,-0.605632,44.8017088
1728906026980050400,134.95305053710936,1,0.017305534332990646,1.9203428030014038,4,5.961123943328857,338,72.30000305175781,-0.6056615,44.8017579
1728906027982756000,135.95575610351563,1,0.01725534349679947,1.9303399324417114,4,5.991941452026367,338,72.30000305175781,-0.6056912,44.8018075
